,title,country,subs,videos,views,topics,/m/0nhvk9z,/m/0ch_0g,/m/02cphr,/m/0ch5g6g,/m/011sp5nl,/m/07vqnc,/m/01ddm,/m/03t7jm,/m/0vpndjy,/m/0bqb0z,/m/08fgwk,/m/06mq7,/m/0h3mtz0,/m/05g3b,/m/0zwnhzf,/m/0d82b7,/m/07c52,/m/09lgd,/m/02lf1j,/m/0zr28tx,/m/0b73s1t,/m/0c261k,/m/0lbxz,/m/010fkswq,/m/09gmjkq,/m/010sgk6r,/m/07yv9,/m/044pp,/m/0_845fs,/m/016_vk,/m/01cywb,/m/0bpr_1,/m/01n33z,/m/037mh8,/m/05gnf,/m/05qt0,/m/01jdpf,/m/0152hh,/m/0h98wl1,/m/02chzf,/m/018gz8,/m/011l81dh,/m/08t0vy,/m/0k2dm,/m/013df__g,/m/019lw,/m/06ntj,/m/0hsqy,/m/0t_fv9h,/m/0h66y6f,/m/04f169y,/m/0134qybc,/m/0zbx8lk,/m/09gfhvy,/m/0h1h41r,/m/05r655,/m/0m1c33g,/m/0q417mg,/m/0bpdk7,/m/010r5m26,/m/0h95fk8,/m/05p5bb4,/m/014lxl,/m/0xnx2p8,/m/03cywzw,/m/02hmvc,/m/0kvfqjw,/m/04xsv,/m/05jhg,/m/015h_t,/m/09gmvd4,/m/0ywrm7s,/m/015ll,/m/022dc6,/m/0jbk,/m/0vpk6by,/m/026bs1g,/m/0lj9m3p,/m/09k5khc,/m/0hkf,/m/0kpl,/m/0nd3qsp,/m/013dbvty,/m/0bz61r,/m/020m7t,/m/01j7mr,/m/09tz16k,/m/02xvnc,/m/05nj3v,/m/02x9m,/m/0gx8vnt,/m/0ggb963,/m/03fpg,/m/0dg3n1,/m/03s2n,/m/06zm8z,/m/0g49gn,/m/01t1pp,/m/0sk22ff,/m/05drr9,/m/0gwzpbh,/m/027shb1,/m/0glp8t8,/m/0c4f_,/m/025zzc,/m/0q3yr_w,/m/03h8_g,/m/0215n,/m/048dz,/m/09gfk_g,/m/078ffw,/m/09v6kpg,/m/01yrx,/m/0_qm78r,/m/0641d8t,/m/02psyd2,/m/0748t3,/m/03r0rq,/m/06w4j2x,/m/0k4j,/m/0141wb,/m/057879,/m/0nb2r_p,/m/0bt9lr,/m/0db6d,/m/02g52,/m/02vxn,/m/011f1rz3,/m/04n3w2r,/m/013f7bmb,/m/02q4625,/m/06bxc,/m/03c866,/m/02vx4,/m/013c9xk7,/m/09y1b6,/m/066wd,/m/0g6p2,/m/0h3pv2z,/m/01352s2x,/m/0w6tdpj,/m/0yz1yvh,/m/0f0gt_,/m/026bk,/m/098wr,/m/03ykjs9,/m/02mz1d,/m/01r8jb,/m/0dln7mg,/m/06mmr,/m/07_tb,/m/02dpv4,/m/0k3bwt1,/m/0qc4q9v,/m/0d1s52,/m/0128rl7r,/m/029tx,/m/03qmfpg,/m/02bld_,/m/0660qgt,/m/06w2sy3,/m/0h3n2bk,/m/0ytgt,/m/05kc29,/m/03mh0vs,/m/01l8t_,/m/0933dl,/m/01210n8n,/m/0br_mhv,/m/04gmzj,/m/039dj,/m/01599,/m/0ztb6y8,/m/0yxzwvz,/m/0140nn,/m/015w6q,/m/0jl0xhh,/m/0403l3g,/m/0m1xv,/m/01j7pt,/m/0w_4m_c,/m/0j7n6j0,/m/0jt54kf,/m/0hcr,/m/018grr,/m/04cb12,/m/0gf28,/m/06s3sm,/m/0dz9l,/m/0n5spgy,/m/01w5gp,/m/0j3x4gt,/m/02x9hs,/m/012x0wkx,/m/01fpr,/m/06zfw,/m/0f2f9,/m/05xkn8,/m/0nd3mv4,/m/0hgnzjh,/m/0jxy,/m/05_s3l,/m/02gqhg,/m/068hy,/m/012h24,/m/05148p4,/m/01lby8,/m/0glt670,/m/03glg,/m/02r780k,/m/0fcm86,/m/02jjt,/m/03qcgj7,/m/011lmc2q,/m/064n76s,/m/09jcvs,/m/0kzx2,/m/049g_w8,/m/0p8xwrr,/m/0l8jn8z,/m/05qjc,/m/073tcy,/m/02ntc1,/m/0167gd,/m/03512k,/m/0sy9b,/m/024lmx,/m/0g65_,/m/079pq,/m/0k80c,/m/0120wqfm,/m/01tn_k,/m/02px0wr,/m/0379fj,/m/014ht3,/m/0jwymmq,/m/01v_x,/m/0klw8,/m/039cq4,/m/05s_cjp,/m/0jm_,/m/0wgq6y7,/m/02pn8wm,/m/073pnt,/m/06bvp,/m/0py2lz2,/m/04ndr,/m/0g0055,/m/011d_n6s,/m/095bb,/m/021dsh,/m/02hvd,/m/0114dt3x,/m/03bt1gh,/m/01mtb,/m/011q9f12,/m/025lkr,/m/0zbvj3d,/m/08q1tg,/m/02wbm,/m/05xwg,/m/0h7p19k,/m/010vxlx3,/m/026kds,/m/0h7lm5z,/m/076vlrm,/m/02z_b,/m/0_frrnw,/m/01bl7v,/m/05bzv2w,/m/09wcn_,/m/0lj9pm3,/m/0g8p9,/m/0dlkwn1,/m/0g9vptn,/m/012l1gj2,/m/0410tth,/m/07s5z01,/m/04sd0,/m/011jk_02,/m/0ggp1n,/m/09k7215,/m/04rlf,/m/011q760y,/m/0ngk4_p,/m/01gq53,/m/07xk20,/m/04g7d,/m/0r4nc6r,/m/0np9r,/m/01j2bj,/m/0gy1_,/m/056qc9,/m/084dw,/m/0kt51,/m/02ntfj,/m/039cp,/m/0ndhs1q,/m/0gxzych,/m/0kg0y1v,/m/0b6nc35,/m/01mf0,/m/0100sm28,/m/032tl,/m/0wzb7mf,/m/021bp2,/m/0rphm0f,/m/05z1_,/m/0_g5yb2,/m/01r49c,/m/02f5c4,/m/03_3d,/m/011qbg9n,/m/05xbx,/m/0znncc5,/m/09kqc,/m/0mdxd,/m/03hdbf,/m/0fq30lx,/m/010gzbrc,/m/01lxdcb,/m/01ws5,/m/06_l2h,/m/011qd9ph,/m/05f3vtx,/m/064t9,/m/057m6,/m/05y4t,/m/0gty121,/m/0ggmwf0,/m/0k2j_s5,/m/0h68_xy,/m/035sch,/m/0138m_md,/m/02qp3m_,/m/011f5d5w,/m/036vg6,/m/0k0rk1_,/m/0584r4,/m/019z7b,/m/0q00t,/m/09qkx,/m/0l41sz_,/m/0_sy217,/m/08xkv3,/m/0dtfn,/m/0bzvm2,/m/0rpg5hl,/m/0d63kt,/m/02wfk9,/m/03hf_rm,/m/07c1v,/m/04w8jw,/m/0y4nzf6,/m/0138tl,/m/02klf0,/m/01jjpg,/m/026wy8d,/m/01j3sz,/m/066091g,/m/05d7m,/m/03x045,/m/012htcqw,/m/03f_kc,/m/016zpp,/m/017g8k,/m/019_rr,/m/027q1m,/m/0g0vx,/m/0hzn1l2,/m/04y69w,/m/02zsn,/m/06crng,/m/01mw1,/m/0ftyh4s,/m/05p553,/m/018w8,/m/0_sym36,/m/0k8zdxn,/m/0b1dys,/m/074ft,/m/04rh6b,/m/0157xl,/m/02xz2,/m/01d5g,/m/01sfl,/m/0ywxz0w,/m/038_l,/m/06by7,/m/027x7n,/m/03x2yd,/m/0bh_zc,/m/0271t,/m/03_9r,/m/0nx5r,/m/01k8wb,/m/0cyhj_,/m/018wb3,/m/0j7k3vy,/m/010fcjp9,/m/0bpsmq,/m/0ltv,/m/04058p
449,Ahrora,US,215442,120,12730271,"[/m/01mw1, /m/03bt1gh, /m/03s2n, /m/02x9hs, /m/025zzc, /m/0bzvm2]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,PrivateFearless,IE,131116,1002,17243721,"[/m/09v6kpg, /m/03bt1gh, /m/02xvnc, /m/0403l3g, /m/0bzvm2]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,BrendanielReads,US,62439,618,12005350,[/m/04rlf],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,KMACK TIME,n/a,143779,769,31165811,"[/m/01mw1, /m/03bt1gh, /m/02x9hs, /m/025zzc, /m/0bzvm2]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,Alex Side,n/a,50885,389,12541699,"[/m/095bb, /m/0hcr, /m/02vxn]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,Palmerater,US,306265,1250,67051359,"[/m/0403l3g, /m/0bzvm2]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,yourchonny,n/a,817482,125,106062846,[/m/019_rr],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,Anna Johnson,n/a,40020,77,9042295,"[/m/0gf28, /m/02jjt]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,RyanLewisPranks,US,43144,132,11907287,"[/m/027q1m, /m/0bqb0z, /m/02jjt]",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,MrTechnicalDifficult 2,n/a,600381,345,40928116,[/m/019_rr],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,chestersee,n/a,1616048,336,182516189,"[/m/0h66y6f, /m/04rlf]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Abroadin Japan,n/a,226717,71,18872422,"[/m/03_3d, /m/03_9r, /m/04g7d, /m/01ws5]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
